project	det_plate
CAL	CAL042_XC.L10_24H_X2_B24
CAL	CAL207_XC.L10_24H_X2_B26
CAL	CAL060_XC.L10_24H_X1_B24
CAL	CAL082_XC.L10_24H_X1_B25
CAL	CAL196_XC.L10_24H_X2_B26
CAL	CAL120_XC.L10_24H_X1_B26
CAL	CAL066_XC.L10_24H_X2_B24
CAL	CAL051_XC.L10_24H_X3_B24
CAL	CAL017_XC.L10_24H_X2_B24
CAL	CAL251_XC.L10_24H_X1_B26
CAL	CAL158_XC.L10_24H_X1_B26
CAL	CAL243_XC.L10_24H_X1_B26
CAL	CAL078_XC.L10_24H_X3_B24
CAL	CAL055_XC.L10_24H_X1_B24
CAL	CAL146_XC.L10_24H_X3_B25
CAL	CAL077_XC.L10_24H_X3_B24
CAL	CAL044_XC.L10_24H_X3_B24
CAL	CAL190_XC.L10_24H_X2_B26
CAL	CAL007_XC.L10_24H_X3_B24
CAL	CAL107_XC.L10_24H_X1_B26
CAL	CAL180_XC.L10_24H_X1_B26
CAL	CAL056_XC.L10_24H_X1_B24
CAL	CAL117_XC.L10_24H_X3_B26
CAL	CAL003_XC.L10_24H_X3_B24
CAL	CAL017_XC.L10_24H_X3_B24
CAL	CAL104_XC.L10_24H_X3_B26
CAL	CAL050_XC.L10_24H_X1_B24
CAL	CAL059_XC.L10_24H_X3_B24
CAL	CAL091_XC.L10_24H_X2_B25
CAL	CAL191_XC.L10_24H_X1_B26
CAL	CAL037_XC.L10_24H_X3_B24
CAL	CAL153_XC.L10_24H_X1_B26
CAL	CAL230_XC.L10_24H_X3_B26
CAL	CAL167_XC.L10_24H_X2_B26
CAL	CAL172_XC.L10_24H_X3_B26
CAL	CAL193_XC.L10_24H_X1_B26
CAL	CAL097_XC.L10_24H_X3_B26
CAL	CAL171_XC.L10_24H_X1_B26
CAL	CAL010_XC.L10_24H_X1_B24
CAL	CAL065_XC.L10_24H_X1_B24
CAL	CAL115_XC.L10_24H_X1_B26
CAL	CAL187_XC.L10_24H_X1_B26
CAL	CAL159_XC.L10_24H_X2_B26
CAL	CAL184_XC.L10_24H_X3_B26
CAL	CAL167_XC.L10_24H_X1_B26
CAL	CAL201_XC.L10_24H_X2_B26
CAL	CAL030_XC.L10_24H_X3_B24
CAL	CAL040_XC.L10_24H_X1_B24
CAL	CAL223_XC.L10_24H_X3_B26
CAL	CAL111_XC.L10_24H_X2_B26
CAL	CAL252_XC.L10_24H_X1_B26
CAL	CAL028_XC.L10_24H_X1_B24
CAL	CAL116_XC.L10_24H_X2_B26
CAL	CAL128_XC.L10_24H_X1_B25
CAL	CAL216_XC.L10_24H_X2_B26
CAL	CAL048_XC.L10_24H_X2_B24
CAL	CAL135_XC.L10_24H_X2_B25
CAL	CAL215_XC.L10_24H_X3_B26
CAL	CAL121_XC.L10_24H_X2_B26
CAL	CAL189_XC.L10_24H_X3_B26
CAL	CAL120_XC.L10_24H_X3_B26
CAL	CAL103_XC.L10_24H_X2_B26
CAL	CAL095_XC.L10_24H_X1_B26
CAL	CAL132_XC.L10_24H_X1_B25
CAL	CAL214_XC.L10_24H_X2_B26
CAL	CAL165_XC.L10_24H_X3_B26
CAL	CAL230_XC.L10_24H_X2_B26
CAL	CAL012_XC.L10_24H_X2_B24
CAL	CAL094_XC.L10_24H_X1_B25
CAL	CAL221_XC.L10_24H_X1_B26
CAL	CAL127_XC.L10_24H_X2_B25
CAL	CAL083_XC.L10_24H_X2_B25
CAL	CAL121_XC.L10_24H_X1_B26
CAL	CAL061_XC.L10_24H_X3_B24
CAL	CAL103_XC.L10_24H_X1_B26
CAL	CAL168_XC.L10_24H_X3_B26
CAL	CAL093_XC.L10_24H_X2_B25
CAL	CAL237_XC.L10_24H_X1_B26
CAL	CAL019_XC.L10_24H_X2_B24
CAL	CAL082_XC.L10_24H_X2_B25
CAL	CAL133_XC.L10_24H_X2_B25
CAL	CAL057_XC.L10_24H_X3_B24
CAL	CAL239_XC.L10_24H_X1_B26
CAL	CAL122_XC.L10_24H_X1_B26
CAL	CAL221_XC.L10_24H_X2_B26
CAL	CAL024_XC.L10_24H_X2_B24
CAL	CAL196_XC.L10_24H_X3_B26
CAL	CAL015_XC.L10_24H_X3_B24
CAL	CAL073_XC.L10_24H_X3_B24
CAL	CAL038_XC.L10_24H_X3_B24
CAL	CAL213_XC.L10_24H_X2_B26
CAL	CAL169_XC.L10_24H_X3_B26
CAL	CAL254_XC.L10_24H_X1_B26
CAL	CAL176_XC.L10_24H_X3_B26
CAL	CAL080_XC.L10_24H_X2_B25
CAL	CAL068_XC.L10_24H_X1_B24
CAL	CAL010_XC.L10_24H_X3_B24
CAL	CAL095_XC.L10_24H_X3_B26
CAL	CAL157_XC.L10_24H_X3_B26
CAL	CAL023_XC.L10_24H_X3_B24
CAL	CAL129_XC.L10_24H_X2_B25
CAL	CAL130_XC.L10_24H_X3_B25
CAL	CAL094_XC.L10_24H_X3_B25
CAL	CAL177_XC.L10_24H_X2_B26
CAL	CAL082_XC.L10_24H_X6_B25
CAL	CAL162_XC.L10_24H_X1_B26
CAL	CAL073_XC.L10_24H_X2_B24
CAL	CAL022_XC.L10_24H_X1_B24
CAL	CAL087_XC.L10_24H_X2_B25
CAL	CAL244_XC.L10_24H_X3_B26
CAL	CAL231_XC.L10_24H_X2_B26
CAL	CAL236_XC.L10_24H_X2_B26
CAL	CAL196_XC.L10_24H_X1_B26
CAL	CAL006_XC.L10_24H_X2_B24
CAL	CAL100_XC.L10_24H_X3_B26
CAL	CAL132_XC.L10_24H_X2_B25
CAL	CAL098_XC.L10_24H_X3_B26
CAL	CAL011_XC.L10_24H_X1_B24
CAL	CAL080_XC.L10_24H_X3_B25
CAL	CAL175_XC.L10_24H_X2_B26
CAL	CAL143_XC.L10_24H_X3_B25
CAL	CAL.DMSO001_XC.L10_24H_X4_B25
CAL	CAL198_XC.L10_24H_X3_B26
CAL	CAL092_XC.L10_24H_X2_B25
CAL	CAL225_XC.L10_24H_X1_B26
CAL	CAL012_XC.L10_24H_X1_B24
CAL	CAL232_XC.L10_24H_X1_B26
CAL	CAL142_XC.L10_24H_X3_B25
CAL	CAL185_XC.L10_24H_X2_B26
CAL	CAL038_XC.L10_24H_X2_B24
CAL	CAL035_XC.L10_24H_X2_B24
CAL	CAL154_XC.L10_24H_X1_B25
CAL	CAL199_XC.L10_24H_X3_B26
CAL	CAL104_XC.L10_24H_X2_B26
CAL	CAL227_XC.L10_24H_X2_B26
CAL	CAL170_XC.L10_24H_X1_B26
CAL	CAL027_XC.L10_24H_X1_B24
CAL	CAL013_XC.L10_24H_X1_B24
CAL	CAL194_XC.L10_24H_X2_B26
CAL	CAL141_XC.L10_24H_X1_B25
CAL	CAL047_XC.L10_24H_X2_B24
CAL	CAL144_XC.L10_24H_X2_B25
CAL	CAL122_XC.L10_24H_X3_B26
CAL	CAL092_XC.L10_24H_X3_B25
CAL	CAL081_XC.L10_24H_X5_B25
CAL	CAL205_XC.L10_24H_X1_B26
CAL	CAL160_XC.L10_24H_X3_B26
CAL	CAL082_XC.L10_24H_X4_B25
CAL	CAL049_XC.L10_24H_X1_B24
CAL	CAL189_XC.L10_24H_X1_B26
CAL	CAL018_XC.L10_24H_X3_B24
CAL	CAL020_XC.L10_24H_X1_B24
CAL	CAL219_XC.L10_24H_X3_B26
CAL	CAL020_XC.L10_24H_X3_B24
CAL	CAL226_XC.L10_24H_X3_B26
CAL	CAL121_XC.L10_24H_X3_B26
CAL	CAL089_XC.L10_24H_X2_B25
CAL	CAL190_XC.L10_24H_X3_B26
CAL	CAL009_XC.L10_24H_X2_B24
CAL	CAL201_XC.L10_24H_X3_B26
CAL	CAL235_XC.L10_24H_X3_B26
CAL	CAL160_XC.L10_24H_X1_B26
CAL	CAL069_XC.L10_24H_X3_B24
CAL	CAL013_XC.L10_24H_X3_B24
CAL	CAL178_XC.L10_24H_X3_B26
CAL	CAL040_XC.L10_24H_X3_B24
CAL	CAL183_XC.L10_24H_X1_B26
CAL	CAL125_XC.L10_24H_X3_B25
CAL	CAL109_XC.L10_24H_X3_B26
CAL	CAL016_XC.L10_24H_X3_B24
CAL	CAL085_XC.L10_24H_X1_B25
CAL	CAL107_XC.L10_24H_X3_B26
CAL	CAL147_XC.L10_24H_X1_B25
CAL	CAL003_XC.L10_24H_X2_B24
CAL	CAL113_XC.L10_24H_X1_B26
CAL	CAL174_XC.L10_24H_X1_B26
CAL	CAL066_XC.L10_24H_X1_B24
CAL	CAL119_XC.L10_24H_X1_B26
CAL	CAL007_XC.L10_24H_X2_B24
CAL	CAL162_XC.L10_24H_X3_B26
CAL	CAL028_XC.L10_24H_X2_B24
CAL	CAL068_XC.L10_24H_X3_B24
CAL	CAL127_XC.L10_24H_X1_B25
CAL	CAL090_XC.L10_24H_X1_B25
CAL	CAL219_XC.L10_24H_X1_B26
CAL	CAL146_XC.L10_24H_X1_B25
CAL	CAL106_XC.L10_24H_X1_B26
CAL	CAL113_XC.L10_24H_X2_B26
CAL	CAL042_XC.L10_24H_X3_B24
CAL	CAL156_XC.L10_24H_X3_B26
CAL	CAL142_XC.L10_24H_X1_B25
CAL	CAL192_XC.L10_24H_X3_B26
CAL	CAL114_XC.L10_24H_X3_B26
CAL	CAL151_XC.L10_24H_X1_B25
CAL	CAL220_XC.L10_24H_X3_B26
CAL	CAL072_XC.L10_24H_X3_B24
CAL	CAL208_XC.L10_24H_X1_B26
CAL	CAL030_XC.L10_24H_X2_B24
CAL	CAL.DMSO001_XC.L10_24H_X6_B25
CAL	CAL239_XC.L10_24H_X3_B26
CAL	CAL241_XC.L10_24H_X1_B26
CAL	CAL009_XC.L10_24H_X1_B24
CAL	CAL108_XC.L10_24H_X3_B26
CAL	CAL035_XC.L10_24H_X1_B24
CAL	CAL071_XC.L10_24H_X3_B24
CAL	CAL234_XC.L10_24H_X3_B26
CAL	CAL031_XC.L10_24H_X1_B24
CAL	CAL087_XC.L10_24H_X3_B25
CAL	CAL200_XC.L10_24H_X1_B26
CAL	CAL067_XC.L10_24H_X3_B24
CAL	CAL246_XC.L10_24H_X1_B26
CAL	CAL151_XC.L10_24H_X2_B26
CAL	CAL105_XC.L10_24H_X2_B26
CAL	CAL032_XC.L10_24H_X3_B24
CAL	CAL176_XC.L10_24H_X1_B26
CAL	CAL002_XC.L10_24H_X2_B24
CAL	CAL140_XC.L10_24H_X2_B25
CAL	CAL016_XC.L10_24H_X1_B24
CAL	CAL044_XC.L10_24H_X1_B24
CAL	CAL247_XC.L10_24H_X2_B26
CAL	CAL027_XC.L10_24H_X2_B24
CAL	CAL177_XC.L10_24H_X1_B26
CAL	CAL057_XC.L10_24H_X1_B24
CAL	CAL050_XC.L10_24H_X2_B24
CAL	CAL140_XC.L10_24H_X3_B25
CAL	CAL248_XC.L10_24H_X2_B26
CAL	CAL024_XC.L10_24H_X1_B24
CAL	CAL065_XC.L10_24H_X2_B24
CAL	CAL081_XC.L10_24H_X3_B25
CAL	CAL156_XC.L10_24H_X2_B26
CAL	CAL083_XC.L10_24H_X3_B25
CAL	CAL102_XC.L10_24H_X2_B26
CAL	CAL064_XC.L10_24H_X2_B24
CAL	CAL182_XC.L10_24H_X1_B26
CAL	CAL109_XC.L10_24H_X2_B26
CAL	CAL216_XC.L10_24H_X3_B26
CBG	CBG001_LYM_24H_X1_F1B5_DUO52HI53LO
CDRP	CDRP001_FIBR_24H_X1_F1B3_DUO52HI53LO
CDRP	CDRP001_FIBR_24H_X2_F1B3_DUO52HI53LO
CETR	CETR006_HELA.A7.KO_6H_X3_B22
CETR	CETR005_HELA.A16.WT_24H_X3_B22
CETR	CETR003_HELA_XH_X1_B21
CETR	CETR002_XC_3H_X1_B20
CETR	CETR001_XC_3H_X1_B19
CETR	CETR006_HELA.A7.KO_6H_X1_B22
CETR	CETR005_HELA.A7.WT_3H_X3_B22
CETR	CETR002_HELAE616L1KO_3H_X1_B20
CETR	CETR005_HELA.A16.WT_6H_X1_B22
CETR	CETR006_HELA.A16.KO_6H_X2_B22
CETR	CETR002_HELAE616L1KO+WT16L1_3H_X1_B20
CETR	CETR002_XC_6H_X2_B20
CETR	CETR005_HELA_3H_X3_B22
CETR	CETR005_HELA.A7.KO_3H_X2_B22
CETR	CETR005_HELA_6H_X3_B22
CETR	CETR001_HELAE616L1KOWT16L1_3H_X1_B19
CETR	CETR005_HELA.A16.KO_6H_X3_B22
CETR	CETR006_HELA_6H_X1_B22
CETR	CETR005_HELA_3H_X2_B22
CETR	CETR002_XC_3H_X2_B20
CETR	CETR001_HELAE616L1KOWT16L1_6H_X1.L2_B19
CETR	CETR002_XC_24H_X2_B20
CETR	CETR001_XC_6H_X1_B19
CETR	CETR005_HELA.A16.WT_6H_X3_B22
CETR	CETR006_HELA.A7.WT_6H_X1_B22
CETR	CETR001_HELAE616L1KO_6H_X1.L2_B19
CETR	CETR005_HELA.A16.WT_6H_X2_B22
CETR	CETR001_HELAE616L1KO_24H_X1_B19
CETR	CETR006_HELA_24H_X3_B22
CETR	CETR006_HELA.A16.WT_3H_X2_B22
CETR	CETR006_HELA.A16.KO_3H_X3_B22
CETR	CETR006_HELA.A16.KO_24H_X3_B22
CETR	CETR006_HELA.A16.WT_6H_X3_B22
CETR	not_requested
CETR	not_requested
CETR	not_requested
CETR	CETR006_HELA.A16.WT_24H_X1_B22
CETR	CETR006_HELA.A7.WT_3H_X1_B22
CETR	CETR006_HELA.A16.WT_24H_X2.A2_B22
CETR	CETR006_HELA.A16.WT_6H_X2_B22
CETR	CETR002_HELAE616L1KO_24H_X1_B20
CETR	CETR006_HELA.A16.KO_6H_X1_B22
CETR	CETR005_HELA_3H_X1.A2_B22
CETR	CETR002_HELAE616L1KO+T300A16L1_6H_X2_B20
CETR	CETR002_HELAE616L1KO+T300A16L1_24H_X2_B20
CETR	CETR005_HELA.A16.KO_24H_X3_B22
CETR	CETR002_HELAE616L1KO+WT16L1_24H_X1_B20
CETR	CETR006_HELA_24H_X3.A2_B22
CETR	CETR006_HELA.A7.WT_24H_X3_B22
CETR	CETR006_HELA_24H_X2.A3_B22
CETR	CETR001_XC_6H_X1.L2_B19
CETR	CETR005_HELA_24H_X2_B22
CETR	CETR005_HELA_24H_X3_B22
CETR	CETR006_HELA_6H_X2_B22
CETR	CETR006_HELA.A7.WT_6H_X3_B22
CETR	CETR006_HELA.A7.WT_24H_X2_B22
CETR	CETR006_HELA_24H_X2.A2_B22
CETR	CETR005_HELA_24H_X1_B22
CETR	CETR006_HELA_3H_X3_B22
CETR	CETR002_HELAE616L1KO+WT16L1_24H_X2_B20
CETR	CETR005_HELA.A16.KO_3H_X3_B22
CETR	CETR002_HELAE616L1KO_6H_X1_B20
CETR	CETR002_XC_24H_X1_B20
CETR	CETR005_HELA.A7.WT_3H_X1_B22
CETR	CETR005_HELA.A16.KO_3H_X2_B22
CETR	manually_failed
CETR	manually_failed
CETR	manually_failed
CETR	CETR005_HELA_6H_X1_B22
CETR	CETR002_HELAE616L1KO+T300A16L1_6H_X1_B20
CETR	CETR005_HELA.A7.KO_6H_X3_B22
CETR	CETR006_HELA.A16.KO_3H_X1_B22
CETR	CETR006_HELA.A7.KO_24H_X3_B22
CETR	CETR001_HELAE616L1KOWT16L1_24H_X1_B19
CETR	CETR005_HELA.A16.KO_6H_X1_B22
CETR	CETR005_HELA.A16.KO_3H_X1_B22
CETR	CETR006_HELA.A16.WT_3H_X1.A2_B22
CETR	CETR006_HELA.A16.KO_24H_X2_B22
CETR	CETR001_XC_24H_X1_B19
CETR	CETR002_HELAE616L1KO_24H_X2_B20
CETR	CETR005_HELA.A7.KO_24H_X3_B22
CETR	CETR005_HELA.A7.WT_6H_X2_B22
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	old
CETR	CETR005_HELA.A7.KO_6H_X2_B22
CETR	CETR005_HELA.A7.KO_24H_X2_B22
CETR	CETR006_HELA.A7.WT_6H_X2_B22
CETR	CETR002_HELAE616L1KO+T300A16L1_3H_X1_B20
CETR	CETR005_HELA.A16.WT_24H_X1_B22
CETR	CETR005_HELA.A7.WT_24H_X3_B22
CETR	CETR005_HELA.A16.WT_3H_X2.A2_B22
CETR	CETR005_HELA.A7.KO_3H_X3_B22
CETR	CETR005_HELA.A16.KO_24H_X1_B22
CETR	CETR005_HELA.A7.KO_6H_X1_B22
CETR	CETR005_HELA.A7.WT_6H_X3_B22
CETR	CETR006_HELA.A7.KO_3H_X3_B22
CETR	CETR002_XC_6H_X1_B20
CETR	CETR006_HELA.A7.WT_24H_X1_B22
CETR	CETR005_HELA.A16.KO_24H_X2_B22
CETR	CETR005_HELA.A16.KO_6H_X2_B22
CETR	CETR005_HELA.A16.WT_3H_X3.A2_B22
CETR	CETR006_HELA_6H_X3_B22
CETR	CETR006_HELA.A16.WT_3H_X1_B22
CETR	CETR006_HELA.A16.WT_3H_X1.A3_B22
CETR	CETR002_HELAE616L1KO+WT16L1_3H_X2_B20
CETR	CETR006_HELA.A7.KO_3H_X2_B22
CETR	CETR006_HELA.A7.KO_3H_X1_B22
CETR	CETR002_HELAE616L1KO+T300A16L1_24H_X1_B20
CETR	CETR006_HELA_24H_X1_B22
CETR	CETR006_HELA.A7.KO_6H_X2_B22
CETR	CETR006_HELA.A7.WT_3H_X3_B22
CETR	CETR006_HELA.A16.WT_24H_X3_B22
CETR	CETR005_HELA.A7.KO_3H_X1_B22
CETR	CETR006_HELA_3H_X1_B22
CETR	CETR006_HELA.A16.KO_3H_X2_B22
CETR	CETR006_HELA.A7.KO_24H_X2_B22
CETR	CETR005_HELA.A16.WT_24H_X2_B22
CETR	CETR002_HELAE616L1KO+WT16L1_6H_X1_B20
CETR	CETR006_HELA_3H_X2_B22
CETR	CETR006_HELA.A16.WT_6H_X1_B22
CETR	CETR006_HELA.A16.KO_6H_X3_B22
CETR	CETR002_HELAE616L1KO+T300A16L1_3H_X2_B20
CETR	CETR005_HELA.A7.WT_6H_X1_B22
CETR	CETR004_HELA_XH_X1_B21
CETR	CETR006_HELA.A7.KO_24H_X1_B22
CETR	CETR006_HELA.A7.WT_3H_X2_B22
CETR	CETR006_HELA_24H_X2_B22
CETR	CETR005_HELA_6H_X2_B22
CETR	CETR006_HELA.A16.KO_24H_X1_B22
CETR	CETR001_HELAE616L1KO_3H_X1_B19
CETR	CETR006_HELA.A16.WT_24H_X2_B22
CETR	CETR001_HELAE616L1KOWT16L1_6H_X1_B19
CETR	CETR005_HELA.A16.WT_3H_X1_B22
CETR	CETR002_HELAE616L1KO+WT16L1_6H_X2_B20
CETR	CETR002_HELAE616L1KO_6H_X2_B20
CETR	CETR005_HELA.A7.KO_24H_X1_B22
CETR	CETR005_HELA.A7.WT_3H_X1.A2_B22
CETR	CETR005_HELA.A7.WT_3H_X2_B22
CETR	CETR005_HELA.A7.WT_24H_X1_B22
CETR	CETR006_HELA_6H_X3.A2_B22
CETR	CETR001_HELAE616L1KO_6H_X1_B19
CETR	CETR002_HELAE616L1KO_3H_X2_B20
CETR	CETR006_HELA.A16.WT_3H_X3.A2_B22
CETR	CETR005_HELA.A7.WT_24H_X2_B22
CFBE	CFBE008_CFBE_48H_X1_B15
CFBE	CFBE011_XC_XH_X1.EXP1_B19
CFBE	CFBE004_HBE_XH_X1_B15
CFBE	CFBE001_HBE_24H_X1_B15
CFBE	CFBE003_HBE_XH_X1_B15
CFBE	CFBE009_TRACHEA_XH_X1_B15
CFBE	CFBE011_XC_XH_X1.EXP2_B19
CFBE	CFBE011_XC_XH_X1.EXP3_B19
CFBE	CFBE005_CFBE_XH_X1_B15
CFBE	CFBE012_XC_XH_X1_B19
CFBE	CFBE012_XC_XH_X1.EXP6_B19
CFBE	CFBE012_XC_XH_X1.EXP5_B19
CFBE	CFBE012_XC_XH_X1.EXP4_B19
CFBE	CFBE010_XC_24H_X1_B15
CFBE	CFBE005_HBE_XH_X1_B15
CFBE	CFBE007_CFBE_XH_X1_B15
CFBE	CFBE009_BRONCHUS_XH_X1_B15
CFBE	CFBE011_XC_XH_X1_B19
CFBE	CFBE006_CFBE_XH_X1_B15
CFBE	CFBE012_XC_XH_X1.EXP7_B19
CFBE	CFBE002_HBE_XH_X1_B15
CFBE	CFBE001_CFBE_24H_X1_B15
CLF	CLF.BASE002_PK03N_240H_X1_B16
CLF	CLF.BASE009_PEDS005TPF_XH_X1_B19
CLF	CLF.BASE003_PK01N_144H_X1_B17
CLF	CLF.BASE004_PK06T_XH_X1_B17
CLF	CLF.BASE006_PK012N_XH_X1_B18
CLF	CLF.BASE008_PREPI_XH_X1_B19
CLF	CLF.BASE013_XC_160H_X1.L2_B23
CLF	CLF.BASE001_PK01N_240H_X1_B16
CLF	CLF.BASE004_PREPI_144H_X1_B17
CLF	CLF.BASE013_3T3-J2_160H_X1.L2_B23
CLF	CLF.BASE007_AB018T_XH_X1_B18
CLF	CLF.BASE006_AA04T_XH_X1_B18
CLF	CLF.BASE005_PK015N_XH_X1_B18
CLF	CLF.BASE006_C4649_XH_X1_B18
CLF	CLF.BASE013_PK01N_160H_X1.L2_B23
CLF	CLF.BASE006_PK010T_XH_X1_B18
CLF	CLF.BASE006_PK10N_XH_X1_B18
CLF	CLF.BASE008_XC_XH_X1_B19
CLF	CLF.BASE007_BCCL4N_XH_X1_B18
CLF	CLF.BASE003_BCCL3N_144H_X1_B17
CLF	CLF.BASE006_PK014N_XH_X1_B18
CLF	CLF.BASE011_XC_160H_X1.L2_B21
CLF	CLF.BASE002_XC_XH_X1_B16
CLF	CLF.BASE012_XC_160H_X1_B21
CLF	CLF.BASE013_PREC_160H_X1.L2_B23
CLF	CLF.BASE006_COL002N_XH_X1_B18
CLF	CLF.BASE003_PK01T_360H_X1_B17
CLF	CLF.BASE005_C4649_XH_X1_B18
CLF	CLF.BASE005_AA03_XH_X1_B18
CLF	CLF.BASE004_BCCL5N_144H_X1_B17
CLF	CLF.BASE006_PK08N_XH_X1_B18
CLF	CLF.BASE005_PK016N_XH_X1_B18
CLF	CLF.BASE006_AA07T_XH_X1_B18
CLF	CLF.BASE003_PREPI_144H_X1_B17
CLF	CLF.BASE006_AA14T_XH_X1_B18
CLF	CLF.BASE009_PK014N_XH_X1_B19
CLF	CLF.BASE012_XC_160H_X1.L2_B21
CLF	CLF.BASE005_PK015T_XH_X1_B18
CLF	CLF.BASE003_PK02T_360H_X1_B17
CLF	CLF.BASE006_AA12_XH_X1_B18
CLF	CLF.BASE007_PREPI_XH_X1_B18
CLF	CLF.BASE005_PK014TA2_XH_X1_B18
CLF	CLF.BASE006_COL004N_XH_X1_B18
CLF	CLF.BASE007_PEDS005N_XH_X1_B18
CLF	CLF.BASE001_NREPI_144H_X1_B16
CLF	CLF.BASE001_XC_XH_X1_B16
CLF	CLF.BASE001_PK01T_96H_X1_B16
CLF	CLF.BASE002_PEDS005_72H_X1_B16
CLF	CLF.BASE005_4201-4_XH_X1_B18
CLF	CLF.BASE005_PK014TA1_XH_X1_B18
CLF	CLF.BASE011_XC_160H_X1_B21
CLF	CLF.BASE010_XC_160H_X1.L2_B21
CLF	CLF.BASE004_PK05N_120H_X1_B17
CLF	CLF.BASE006_PK012T_XH_X1_B18
CLF	CLF.BASE006_COL002T_XH_X1_B18
CLF	CLF.BASE002_NREPI_144H_X1_B16
CLF	CLF.BASE006_PK011T_XH_X1_B18
CLF	CLF.BASE006_AA03_XH_X1_B18
CLF	CLF.BASE005_PK016T_XH_X1_B18
CLF	CLF.BASE010_XC_160H_X1_B21
CLF	CLF.BASE008_PK014N_XH_X1_B19
CLF	CLF.BASE007_PEDS019N_XH_X1_B18
CLF	CLF.BASE009_XC_XH_X1_B19
CLF	CLF.BASE005_PK08T_XH_X1_B18
CLF	CLF.BASE006_COL004T_XH_X1_B18
CLF	CLF.BASE006_PK011N_XH_X1_B18
CLF	CLF.BASE007_BCLL4N_XH_X1_B18
CLF	CLF.BASE004_3T3-J2_312H_X1_B17
CLF	CLF.BASE009_PREPI_XH_X1_B19
CLF	CLF.BASE005_4201-3_XH_X1_B18
CLF	CLF.BASE002_PK03T_432H_X1_B16
CLF	CLF.BASE005_4201-1_XH_X1_B18
CLF	CLF.BASE003_PK02N_144H_X1_B17
CLF	CLF.BASE007_PEDS019T_XH_X1_B18
CMJ	CMJ.OE001_A375_96H_X3_B17
CMJ	CMJ.OE001_A375_96H_X3.L2_B17
CMJ	CMJ.OE001_A375_96H_X1_B17
CMJ	CMJ.BASE001_A375_96H_X1_B16
CMJ	CMJ.OE001_A375.RAF.MEK_96H_X3_B17
CMJ	CMJ.OE001_A375_96H_X2.L2_B17
CMJ	CMJ.OE001_A375.ERK_96H_X3_B17
CMJ	CMJ.OE001_A375.ERK_96H_X2_B17
CMJ	CMJ.OE001_A375.RAF.MEK_96H_X1_B17
CMJ	CMJ.OE001_A375.ERK_96H_X1_B17
CMJ	CMJ.BASE001_SKMEL28_96H_X1_B16
CMJ	CMJ.OE001_A375.RAF.MEK_96H_X2_B17
CMJ	CMJ.OE001_A375_96H_X2_B17
CMJ	CMJ.BASE001_SKMEL19_96H_X1_B16
CMPCGR	CMPCGR.BASE001_XC_96H_X1_B18
CMPCGR	CMPCGR.BASE002_RT112-MR_96H_X1_B18
CMPCGR	CMPCGR.BASE002_H2077-MR_96H_X1_B18
CMPCGR	CMPCGR.BASE002_H2077-PH_96H_X1_B18
CRCGN	CRCGN004_HMELZ_24H_X3_F1B7_DUO52HI53LO
CRCGN	CRCGN004_MCF7_6H_X3_F1B7_DUO52HI53LO
CRCGN	CRCGN007_HEPG2_24H_X2_B18
CRCGN	CRCGN004_MCF7_24H_X1_F1B7_DUO52HI53LO
CRCGN	CRCGN005_A549_24H_X3_B18
CRCGN	CRCGN007_HEPG2_24H_X3_B18
CRCGN	CRCGN004_PC3_6H_X1_F1B7_DUO52HI53LO
CRCGN	CRCGN004_HMELZ_24H_X2_F1B7_DUO52HI53LO
CRCGN	CRCGN004_PC3_24H_X3_F1B7_DUO52HI53LO
CRCGN	CRCGN006_HEPG2_24H_X2_B18
CRCGN	CRCGN005_HEPG2_24H_X1_B18
CRCGN	CRCGN004_PC3_6H_X2_F1B7_DUO52HI53LO
CRCGN	CRCGN004_HMELZ_6H_X3_F1B7_DUO52HI53LO
CRCGN	CRCGN004_HMELZ_24H_X1_F1B7_DUO52HI53LO
CRCGN	CRCGN005_A549_24H_X2_B18
CRCGN	CRCGN005_A549_24H_X1_B18
CRCGN	CRCGN004_HA1E_6H_X6_F1B7_DUO52HI53LO
CRCGN	CRCGN007_A549_24H_X1_B18
CRCGN	CRCGN006_A549_24H_X2_B18
CRCGN	CRCGN004_PC3_24H_X1_F1B7_DUO52HI53LO
CRCGN	CRCGN004_MCF7_24H_X3_F1B7_DUO52HI53LO
CRCGN	CRCGN006_HEPG2_24H_X1_B18
CRCGN	CRCGN007_A549_24H_X2_B18
CRCGN	CRCGN005_HEPG2_24H_X2_B18
CRCGN	CRCGN006_HEPG2_24H_X3_B18
CRCGN	CRCGN006_A549_24H_X3_B18
CRCGN	CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO
CRCGN	CRCGN006_A549_24H_X1_B18
CRCGN	CRCGN004_HMELZ_6H_X1_F1B7_DUO52HI53LO
CRCGN	CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO
CRCGN	CRCGN004_MCF7_6H_X1_F1B7_DUO52HI53LO
CRCGN	CRCGN004_PC3_24H_X2_F1B7_DUO52HI53LO
CRCGN	CRCGN007_HEPG2_24H_X1_B18
CRCGN	CRCGN004_MCF7_6H_X2_F1B7_DUO52HI53LO
CRCGN	CRCGN007_A549_24H_X3_B18
