project	det_plate
FIBR	FIBR022_MCLF037SZ_6H_X2_B1_UNI5253R
FIBR	FIBR041_MCLF0067SZ_6H_X1_B1_UNI5253L
FIBR	FIBR006_MCLF033SZ_6H_X2_B1_UNI5253L
FIBR	FIBR013_MCLF162SZ_6H_X1_B1_UNI5253L
FIBR	FIBR005_MCLF033SZ_6H_X1_B1_UNI5253L
FIBR	FIBR004_MCLF027CN_6H_X2_B1_UNI5253R
FIBR	FIBR022_MCLF037SZ_6H_X2_B1_UNI5253L
FIBR	FIBR029_MCLF040SZ_6H_X1_B1_UNI5253L
FIBR	FIBR014_MCLF162SZ_6H_X2_B1_UNI5253L
FIBR	FIBR036_MCLF137CN_6H_X2_B1_UNI5253L
FIBR	FIBR002_MCLF117SZ_6H_X2_B2_UNI5253L
FIBR	FIBR015_MCLF022CN_6H_X1_B1_UNI5253R
FIBR	FIBR003_MCLF027CN_6H_X1_B1_UNI5253R
GHK	GHK001_BEAS2B_24H_X2_F1B13
GHK	GHK001_BEAS2B_10H_X3_F1B13
GHK	GHK002_XC_10H_X1_F1B13
GHK	GHK002_HUVEC_24H_X3_B15
GHK	GHK001_HUVEC_10H_X1_F1B13
GHK	GHK001_HUVEC_24H_X3_F1B13
GHK	GHK001_IMR90_24H_X2_F1B13
GHK	GHK001_BEAS2B_24H_X3_F1B13
GHK	GHK001_HBEPC_10H_X1_F1B13
GHK	GHK001_BEAS2B_10H_X1_F1B13
GHK	GHK001_XC_10H_X2_F1B13
GHK	GHK002_IMR90_24H_X1_F1B13
GHK	GHK002_XC_24H_X1_F1B13
GHK	GHK001_HUVEC_10H_X2_F1B13
GHK	GHK002_A549_10H_X3_F1B13
GHK	GHK001_HBEPC_24H_X2_F1B13
GHK	GHK001_A549_10H_X1_F1B13
GHK	GHK001_XC_24H_X1_F1B13
GHK	GHK002_A549_10H_X1_F1B13
GHK	GHK002_HUVEC_10H_X3_F1B13
GHK	GHK002_BEAS2B_24H_X2_F1B13
GHK	GHK001_BEAS2B_24H_X1_F1B13
GHK	GHK001_HUVEC_24H_X1_F1B13
GHK	GHK001_XC_10H_X3_F1B13
GHK	GHK001_HBEPC_24H_X3_F1B13
GHK	GHK001_XC_24H_X2_F1B13
GHK	GHK002_HUVEC_10H_X2_F1B13
GHK	GHK002_HUVEC_10H_X1_F1B13
GHK	GHK001_IMR90_10H_X3_F1B13
GHK	GHK002_IMR90_10H_X3_F1B13
GHK	GHK002_XC_10H_X3_F1B13
GHK	GHK002_A549_24H_X2_F1B13
GHK	GHK001_HBEPC_24H_X1_F1B13
GHK	GHK001_IMR90_24H_X1_F1B13
GHK	GHK001_A549_24H_X2_F1B13
GHK	GHK002_BEAS2B_10H_X3_F1B13
GHK	GHK002_HUVEC_24H_X1_F1B13
GHK	GHK001_A549_10H_X3_F1B13
GHK	GHK002_A549_24H_X1_F1B13
GHK	GHK001_HUVEC_24H_X2_F1B13
GHK	GHK002_BEAS2B_10H_X2_F1B13
GHK	GHK002_BEAS2B_24H_X3_B15
GHK	GHK002_IMR90_10H_X1_F1B13
GHK	GHK001_A549_24H_X3_F1B13
GHK	GHK001_HBEPC_10H_X3_F1B13
GHK	GHK001_IMR90_10H_X1_F1B13
GHK	GHK002_BEAS2B_24H_X1_F1B13
GHK	GHK002_IMR90_24H_X2_F1B13
GHK	GHK001_XC_24H_X3_F1B13
GHK	GHK002_IMR90_10H_X2_F1B13
GHK	GHK002_A549_24H_X3_B15
GHK	GHK001_A549_24H_X1_F1B13
GHK	GHK001_HBEPC_10H_X2_F1B13
GHK	GHK002_IMR90_24H_X3_B15
GHK	GHK001_HUVEC_10H_X3_F1B13
GHK	GHK001_IMR90_24H_X3_F1B13
GHK	GHK002_A549_10H_X2_F1B13
GHK	GHK001_IMR90_10H_X2_F1B13
GHK	GHK002_HUVEC_24H_X2_F1B13
GHK	GHK001_XC_10H_X1_F1B13
GHK	GHK001_BEAS2B_10H_X2_F1B13
GHK	GHK002_BEAS2B_10H_X1_F1B13
GHK	GHK001_A549_10H_X2_F1B13
GHK	GHK002_XC_10H_X2_F1B13
GMB	GMB001_HL60_2H_X2_B16
GMB	GMB001_HT29_24H_X1_B16
GMB	GMB001_HT29_2H_X1_B16
GMB	GMB001_HL60_2H_X1_B16
GMB	GMB001_HL60_2H_X3_B16
GMB	GMB001_HL60_24H_X1_B16
GMB	GMB001_HL60_24H_X2_B16
GMB	GMB001_HT29_2H_X2_B16
GMB	GMB001_HL60_24H_X3_B16
GMB	GMB001_HT29_24H_X2_B16
GMB	GMB001_HT29_2H_X3_B16
HAG	HAG.BASE001_2WKNGN2N_XH_X1.L2_B23
HAG	HAG.BASE001_NPC8330RC1_XH_X1.L2_B23
HAG	HAG.BASE001_XC_XH_X1_B23
HAG	HAG.BASE001_XC_XH_X1.L2_B23
HAG	HAG.BASE001_2WKN_XH_X1.L2_B23
HDAC	HDAC001_MCF7_6H_X2_F1B3_DUO52HI53LO
HDAC	HDAC001_MCF7_6H_X3_F1B3_DUO52HI53LO
HDAC	HDAC002_PC3_6H_X1_B7_DUO52HI53LO
HDAC	HDAC001_PC3_24H_X1_F1B3_DUO52HI53LO
HDAC	HDAC002_PC3_6H_X5_B7_DUO52HI53LO
HDAC	HDAC001_PC3_24H_X3_F1B3_DUO52HI53LO
HDAC	HDAC002_HA1E_24H_X1_B7_DUO52HI53LO
HDAC	HDAC002_PC3_24H_X5_B7_DUO52HI53LO
HDAC	HDAC002_HA1E_6H_X4_B7_DUO52HI53LO
HDAC	HDAC002_HA1E_6H_X3_B7_DUO52HI53LO
HDAC	HDAC001_MCF7_6H_X1_F1B3_DUO52HI53LO
HDAC	HDAC002_MCF7_24H_X5_B7_DUO52HI53LO
HDAC	HDAC002_HA1E_24H_X4_B7_DUO52HI53LO
HDAC	HDAC001_PC3_6H_X1_F1B3_DUO52HI53LO
HDAC	HDAC001_PC3_6H_X2_F1B3_DUO52HI53LO
HDAC	HDAC001_PC3_6H_X3_F1B3_DUO52HI53LO
HDAC	HDAC002_MCF7_24H_X1_B7_DUO52HI53LO
HDAC	HDAC002_MCF7_6H_X4_B7_DUO52HI53LO
HDAC	HDAC001_MCF7_24H_X2_F1B3_DUO52HI53LO
HDAC	HDAC002_HA1E_24H_X3_B12
HDAC	HDAC002_MCF7_6H_X3_B7_DUO52HI53LO
HDAC	HDAC002_MCF7_6H_X1_B7_DUO52HI53LO
HDAC	HDAC001_PC3_24H_X2_F1B3_DUO52HI53LO
HDAC	HDAC002_PC3_24H_X3_B12
HDAC	HDAC001_MCF7_24H_X1_F1B3_DUO52HI53LO
HDAC	HDAC002_HA1E_24H_X5_B7_DUO52HI53LO
HDAC	HDAC001_MCF7_24H_X3_F1B3_DUO52HI53LO
HDAC	HDAC002_PC3_6H_X2_B7_DUO52HI53LO
HDAC	HDAC002_HA1E_6H_X5_B7_DUO52HI53LO
HDAC	HDAC002_MCF7_24H_X4_B7_DUO52HI53LO
HEN	HEN001_SAEC_XH_X1.A2_B13
HEN	HEN003_NORMAL-LUNG-TISSUE_XH_X1.L2_B17
HEN	HEN003_UOK257-2_XH_X1.L2_B17
HEN	HEN003_HELA_XH_X1.L2_B17
HEN	HEN003_HPAEC_XH_X1.L2_B17
HEN	HEN003_621-102_XH_X1.L2_B17
HEN	HEN004_621-101_XH_X1.L2_B21
HEN	HEN004_XC_XH_X1.A2_B21
HEN	HEN003_621-101_XH_X1.L2_B17
HEN	HEN003_UOK257_XH_X1.L2_B17
HEN	HEN003_LAM-LUNG-TISSUE_XH_X1.L2_B17
HEN	HEN001_XC_XH_X1.A2_B13
HEN	HEN004_XC_XH_X1_B21
HEN	HEN004_HELA_XH_X1.L2_B21
HEN	HEN004_621-103_XH_X1.L2_B21
HEN	HEN001_HEK293T_XH_X1.A2_B13
HEN	HEN004_XC_XH_X1.L2_B21
HEN	HEN001_HBE_XH_X1.A2_B13
HEN	HEN001_XC_XH_X1_B12
HEN	HEN003_621-103_XH_X1.L2_B17
HEN	HEN001_621-101_XH_X1.A2_B13
HEN	HEN004_621-102_XH_X1.L2_B21
HEP	HEP001_PHH.SB_24H_X1_B20
HGY	HGY001_HEK293T_XH_X1_B3_DUO52HI53LO
HGY	HGY001_NPC_XH_X1_B3_DUO52HI53LO
HGY	HGY001_NEU_XH_X1_B3_DUO52HI53LO
HOS	HOS001_XC_XH_X1_B18
HSF	HSF041_HEK293T_48H_X1_B12
HSF	HSF045_HEK293T_48H_X2_B12
HSF	HSF037_HEK293T_48H_X2_B12
HSF	HSF043_HEK293T_48H_X2_B12
HSF	HSF047_HEK293T_48H_X1_B12
HSF	HSF038_HEK293T_48H_X2_B12
HSF	HSF040_HEK293T_48H_X1_B12
HSF	HSF042_HEK293T_48H_X2_B12
HSF	HSF044_HEK293T_48H_X2_B12
HSF	HSF035_HEK293T_48H_X1_B12
HSF	HSF034_HEK293T_48H_X1_B12
HSF	HSF036_HEK293T_48H_X2_B12
HSF	HSF039_HEK293T_48H_X1_B12
HSF	HSF033_HEK293T_48H_X2_B12
HSF	HSF048_HEK293T_48H_X2_B12
HSF	HSF046_HEK293T_48H_X1_B12
HSF	HSF033_HEK293T_48H_X1_B12
HSF	HSF042_HEK293T_48H_X1_B12
HSF	HSF034_HEK293T_48H_X2_B12
HSF	HSF039_HEK293T_48H_X2_B12
HSF	HSF044_HEK293T_48H_X1_B12
HSF	HSF035_HEK293T_48H_X2_B12
HSF	HSF046_HEK293T_48H_X2_B12
HSF	HSF043_HEK293T_48H_X1_B12
HSF	HSF037_HEK293T_48H_X1_B12
HSF	HSF045_HEK293T_48H_X1_B12
HSF	HSF040_HEK293T_48H_X2_B12
HSF	HSF036_HEK293T_48H_X1_B12
HSF	HSF041_HEK293T_48H_X2_B12
HSF	HSF038_HEK293T_48H_X1_B12
ISO	ISO001_MCF10A.EGFR.HT_24H_X1_B21
ISO	ISO001_MCF10A.EGFR.HL_24H_X1_B21
ISO	ISO001_MCF10A.WTLP.GM_24H_X1_B21
ISO	ISO001_MCF10A.BRAF.HV_24H_X1_B21
ISO	ISO001_MCF10A.PTEN.M_24H_X1_B21
ISO	ISO001_MCF10A.EGFR.HD_24H_X1_B21
ISO	ISO001_MCF10A.TP53.M_24H_X1_B21
ISO	ISO001_MCF10A.IDH1.HR_24H_X1_B21
ISO	ISO001_MCF10A.WTLP_24H_X1_B21
ISO	ISO001_MCF10A.WTHP_24H_X1_B21
KDVAL	TA.KDVAL001_HT55_96H_X1_B15
KDVAL	KDVAL001_U2932.PUR_96H_X1_B6_DUO52HI53LO
KDVAL	KDVAL001_XC_96H_X1_B11
KDVAL	KDVAL001_A3KAW_96H_X1_B7_DUO52HI53LO
KDVAL	TA.KDVAL001_SW480_96H_X1_B15
KDVAL	TA.KDVAL001_HCT116_96H_X1_B15
KDVAL	KDVAL001_MM1S_96H_X1.2_B7_DUO52HI53LO
KDVAL	KDVAL002_PC3_96H_X2_B6_DUO52HI53LO
KDVAL	KDVAL001_U937_96H_X1_B7_DUO52HI53LO
KDVAL	KDVAL002_PHH_96H_X1_B6_DUO52HI53LO
KDVAL	KDVAL001_K422.PUR_96H_X1_B6_DUO52HI53LO
KDVAL	KDVAL001_MM1S_96H_X1.L2_B7_DUO52HI53LO
KDVAL	KDVAL001_JURKAT_96H_X1_B6_DUO52HI53LO
KDVAL	KDVAL001_A3KAW_96H_X1_B7_DUO52HI53LO_2ul
KDVAL	TA.KDVAL001_HT29_96H_X1_B15
KDVAL	KDVAL001_PHH_96H_X2_B6_DUO52HI53LO
KDVAL	KDVAL001_HBL1_96H_X1_B6_DUO52HI53LO
KDVAL	KDVAL001_HEKTE.WNT2_72H.96H_X1_B6_DUO52HI53LO
KDVAL	KDVAL001_MM1S_96H_X1_B7_DUO52HI53LO_2ul
KDVAL	KDVAL001_MM1S_96H_X1_B7_DUO52HI53LO_2ul
KDVAL	KDVAL001_PC3_96H_X1_B11
KDVAL	RNAI.KDVAL001_HA1E_96H_X1_B12
KDVAL	KDVAL001_U2OS_96H_X1_B7_DUO52HI53LO
KDVAL	KDVAL002_K422.PUR_96H_X1.L2_B6_DUO52HI53LO
KDVAL	KDVAL001_A3KAW_96H_X1.2_B7_DUO52HI53LO
KDVAL	KDVAL001_MM1S.2_96H_X1_B7_DUO52HI53LO
KDVAL	KDVAL002_HEKTE_96H_X1_B6_DUO52HI53LO
KDVAL	TA.KDVAL001_DLD1_96H_X1_B15
KDVAL	KDVAL001_MM6S_96H_X1.L2_B7_DUO52HI53LO
KDVAL	RNAI.KDVAL002_HCC515_96H_X1_B15
KDVAL	RNAI.KDVAL001_A549_96H_X1_B12
KDVAL	KDVAL001_MM1S_96H_X1_B7_DUO52HI53LO
KDVAL	KDVAL001_A3KAW_96H_X1_B7_DUO52HI53LO_1ul
KDVAL	RNAI.KDVAL002_HEPG2_96H_X1_B15
KDVAL	RNAI.KDVAL001_HT29_96H_X1_B12
KDVAL	KDVAL001_A375_96H_X1_B11
KDVAL	KDVAL001_U2OS_96H_X1_B7_DUO52HI53LO_1ul
KDVAL	KDVAL001_MM1S.2_96H_X1_B7_DUO52HI53LO_4ul
KDVAL	KDVAL001_HEK293T_96H_X1_B7_DUO52HI53LO
KDVAL	KDVAL001_DHL4.PUR_96H_X1_B6_DUO52HI53LO
KDVAL	KDVAL001_MM1S_96H_X1_B7_DUO52HI53LO_4ul
KDVAL	KDVAL001_PHH_96H_X1_F2B4_DUO52HI53LO
KDVAL	KDVAL001_MM1S.2_96H_X1_B7_DUO52HI53LO_2ul
KDVAL	KDVAL001_MM1S.2_96H_X1_B7_DUO52HI53LO_2ul
KDVAL	KDVAL001_U2OS_96H_X1_B7_DUO52HI53LO_2ul
KDVAL	RNAI.KDVAL002_MCF7_96H_X1_B15
KDVAL	KDVAL001_HEKTE.WNT3_72H.96H_X1_B6_DUO52HI53LO
KDVAL	KDVAL001_MM6S_96H_X1.2_B7_DUO52HI53LO
KDVAL	KDVAL001_U937_96H_X1_B7_DUO52HI53LO_1ul
KDVAL	KDVAL001_HEKTE.WNT1_48H.96H_X1_B6_DUO52HI53LO
KMS	KMS002_NOMO1_24H_X1_B5_DUO52HI53LO
KMS	KMS002_THP1_24H_X1_B5_DUO52HI53LO
KMS	KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO
KMS	KMS003_NOMO1_72H.96H_X1_B5_DUO52HI53LO
KMS	KMS003_THP1_72H.96H_X1_B5_DUO52HI53LO
KMS	KMS002_THP1_6H_X1_B5_DUO52HI53LO
KMS	KMS002_THP1_24H_X3_B5_DUO52HI53LO
KMS	KMS002_THP1_6H_X2_B5_DUO52HI53LO
KMS	KMS002_THP1_6H_X3_B5_DUO52HI53LO
KMS	KMS002_NOMO1_6H_X2_B5_DUO52HI53LO
KMS	KMS003_NOMO1_120H.144H_X1_B5_DUO52HI53LO
KMS	KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO
KMS	KMS002_NOMO1_24H_X2_B5_DUO52HI53LO
KMS	KMS002_NOMO1_6H_X1_B5_DUO52HI53LO
KMS	KMS002_THP1_24H_X2_B5_DUO52HI53LO
KMS	KMS002_NOMO1_6H_X3_B5_DUO52HI53LO
KMS	KMS003_THP1_120H.144H_X1_B5_DUO52HI53LO
KTOX	KTOX002_HPTEC_6H_X2_B18
KTOX	KTOX001_HPTEC_12H_X1.A2_F1B11
KTOX	KTOX001_HPTEC_3H_X1.A2_F1B11
KTOX	KTOX002_HPTEC_24H_X1_B18
KTOX	KTOX002_HPTEC_6H_X3_B18
KTOX	KTOX002_HPTEC_24H_X3_B18
KTOX	KTOX001_HPTEC_6H_X1.A2_F1B11
KTOX	KTOX002_HPTEC_24H_X2_B18
KTOX	KTOX001_HPTEC_24H_X1_F1B10
KTOX	KTOX001_HPTEC_24H_X1.A2_F1B11
KTOX	KTOX001_HPTEC_12H_X1_F1B10
KTOX	KTOX002_HPTEC_6H_X1_B18
KTOX	KTOX001_HPTEC_6H_X1_F1B10
LITMUS	LITMUS.KD005_PC3_96H_X30.L2_B18
LITMUS	LITMUS.KD005_PC3_96H_X79.A3_B21
LITMUS	LITMUS001_PC3_96H_X11.TURBO.A_B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X49_B20
LITMUS	LITMUS001.2_PC3_96H_X50_B18
LITMUS	LITMUS001_MCF7_96H_X8.TURBO.B_B3_DUO52HI53LO
LITMUS	LITMUS.KD008_MCF7_96H_X1_B20
LITMUS	LITMUS001.2_MCF7_96H_X7_B10_DUO52HI53LO
LITMUS	LITMUS.KD008_MCF7_96H_X1_B19
LITMUS	LITMUS.KD006_MCF7_96H_X8.L2_B18
LITMUS	LITMUS001.2_PC3_96H_X18_B15
LITMUS	LITMUS.KD002_PC3_96H_X2_F1B11
LITMUS	LITMUS.KD005_PC3_96H_X18.L2.RIGHT_B19
LITMUS	LITMUS.KD010_PC3_96H_X2_B20
LITMUS	LITMUS.KD005_PC3_96H_X96.NP_B24
LITMUS	LITMUS001_PC3_96H_X1_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X110_B23
LITMUS	LITMUS001.2_PC3_96H_X4_B13
LITMUS	LITMUS001.2_MCF7_96H_X32_B16
LITMUS	LITMUS001_A375_96H_X1_B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X224_B25
LITMUS	LITMUS001_PC3_96H_X7_F2B5_DUO52HI53LO
LITMUS	LITMUS.KD007_PC3_96H_X3_B18
LITMUS	LITMUS001.2_PC3_96H_X17_F1B11
LITMUS	LITMUS.KD005_PC3_96H_X16.L2_B18
LITMUS	LITMUS.KD005_PC3_96H_X89_B23
LITMUS	LITMUS.KD014_PC3_96H_X3_B21
LITMUS	LITMUS001_PC3_96H_X5_F1B4_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X7.TURBO.A_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X9_B19
LITMUS	LITMUS.KD005_PC3_96H_X14_B19
LITMUS	LITMUS.KD005_MCF7_96H_X1_B18
LITMUS	LITMUS001.2_MCF7_96H_X34.OLDP_B16
LITMUS	LITMUS001.2_MCF7_96H_X42_B18
LITMUS	LITMUS.KD016_PC3_96H_X2_B21
LITMUS	LITMUS.KD005_PC3_96H_X990.A2_B21
LITMUS	LITMUS.KD005_PC3_96H_X216_B26
LITMUS	LITMUS001_A375_96H_X4_F2B5_DUO52HI53LO
LITMUS	LITMUS001_PC3_96H_X4.STD_B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X1.B23_B22
LITMUS	LITMUS.KD002_PC3_96H_X3.HYB_B13
LITMUS	LITMUS.KD005_PC3_96H_X2_B18
LITMUS	LITMUS001_MCF7_96H_X7_B5_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_XMPS_B20
LITMUS	LITMUS.KD005_MCF7_96H_X3_B18
LITMUS	LITMUS.KD010_PC3_96H_X1_B20
LITMUS	LITMUS.KD005_PC3_96H_X29_B18
LITMUS	LITMUS.KD005_PC3_96H_X54.L5_B20
LITMUS	LITMUS.KD005_PC3_96H_X35_B19
LITMUS	LITMUS.KD005_PC3_96H_X116_B25
LITMUS	LITMUS.KD005_PC3_96H_X62.3_B20
LITMUS	LITMUS.KD005_PC3_96H_X182_B25
LITMUS	LITMUS001.2_MCF7_96H_X23.A2_B13
LITMUS	LITMUS.KD003_MCF7_96H_X4_B12
LITMUS	LITMUS.KD002_MCF7_96H_X1_B11
LITMUS	LITMUS.KD005_PC3_96H_X107.BWASH_B24
LITMUS	LITMUS.KD005_PC3_96H_X203_B25
LITMUS	LITMUS001_PC3_96H_X6.TURBO.B_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X43_B20
LITMUS	LITMUS001_PC3_96H_X5_F2B5_DUO52HI53LO
LITMUS	LITMUS.OE002_PC3_96H_X3_B18
LITMUS	LITMUS.KD005_PC3_96H_X72_B20
LITMUS	LITMUS.KD005_PC3_96H_X61.3_B20
LITMUS	LITMUS001_MCF7_96H_X36_B7_DUO52HI53LO
LITMUS	LITMUS001.2_MCF7_96H_X25_B12
LITMUS	LITMUS001_MCF7_96H_X2.V2.5_F1B4_DUO52HI53LO
LITMUS	LITMUS001_PC3_96H_X2.2_B6_DUO52HI53LO
LITMUS	LITMUS001_PC3_96H_X23_B7_DUO52HI53LO
LITMUS	LITMUS001.2_PC3_96H_X17_B17
LITMUS	LITMUS001_A375_96H_X1_B6_DUO52HI53LO
LITMUS	LITMUS.KD003_PC3_96H_X3.STAINONMAG_B15
LITMUS	LITMUS001.2_MCF7_96H_X47_B18
LITMUS	LITMUS.KD005_PC3_96H_X19_B19
LITMUS	LITMUS.KD005_PC3_96H_X53_B20
LITMUS	LITMUS.KD006_MCF7_96H_X8_B18
LITMUS	LITMUS.KD005_PC3_96H_X78_B21
LITMUS	LITMUS.KD005_PC3_96H_X39.L2_B20
LITMUS	LITMUS001.2_PC3_96H_X50.L2_B18
LITMUS	LITMUS.KD005_PC3_96H_X666_B19
LITMUS	LITMUS.KD015_PC3_96H_X2_B21
LITMUS	LITMUS.KD012_MCF7_96H_X1_B20
LITMUS	LITMUS001.2_PC3_96H_X20.L3_B16
LITMUS	LITMUS.KD005_PC3_96H_X56_B20
LITMUS	LITMUS001_MCF7_96H_X8_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X80_B21
LITMUS	LITMUS.KD005_MCF7_96H_X20.HYBD39_B18
LITMUS	LITMUS001_PC3_96H_X6_F2B5_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X33.L2_B19
LITMUS	LITMUS.KD005_PC3_96H_X33_B19
LITMUS	LITMUS001_PC3_96H_X8.TURBO.B_B3_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X1_B13
LITMUS	LITMUS.KD005_MCF7_96H_X13_B18
LITMUS	LITMUS.KD015_PC3_96H_X1_B21
LITMUS	LITMUS.KD005_PC3_96H_X51.A2_B21
LITMUS	LITMUS001_MCF7_96H_X5.POSTPCR_B4_DUO52HI53LO
LITMUS	LITMUS001_PC3_96H_X12_B6_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X11_B19
LITMUS	LITMUS.KD016_PC3_96H_X1_B21
LITMUS	LITMUS.KD005_PC3_96H_X61.12_B20
LITMUS	LITMUS.KD005_PC3_96H_X42_B20
LITMUS	LITMUS.KD007_MCF7_96H_X2_B18
LITMUS	LITMUS.KD005_PC3_96H_X40.L2_B20
LITMUS	LITMUS.KD005_PC3_96H_X1.OLDPROBE_B22
LITMUS	LITMUS.KD005_PC3_96H_X61.18_B20
LITMUS	LITMUS.KD010_MCF7_96H_X3_B20
LITMUS	LITMUS001.2_MCF7_96H_X1_F1B7.AS_DUO52HI53LO
LITMUS	LITMUS.OE001_MCF7_96H_X1_B12
LITMUS	LITMUS.KD005_PC3_96H_X201_B25
LITMUS	LITMUS.KD016_MCF7_96H_X3_B21
LITMUS	LITMUS.KD007_MCF7_96H_X3_B18
LITMUS	LITMUS001_MCF7_96H_X9_B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X1.NEWPROBE_B22
LITMUS	LITMUS.KD005_PC3_96H_XMMA_B18
LITMUS	LITMUS.KD005_PC3_96H_X104.NP.A2_B23
LITMUS	LITMUS001_SKL_96H_X1.D2_F2B5_DUO52HI53LO
LITMUS	LITMUS.OE002_MCF7_96H_X1_B18
LITMUS	LITMUS.KD005_MCF7_96H_X21.L2.HYBD29_B18
LITMUS	LITMUS.KD005_PC3_96H_X11.RIGHT_B19
LITMUS	LITMUS001.2_MCF7_96H_X41.L2_B16
LITMUS	LITMUS.KD005_PC3_96H_X57_B20
LITMUS	LITMUS.KD005_PC3_96H_X83_B23
LITMUS	LITMUS001_SW480_96H_X1.D2_B6_DUO52HI53LO
LITMUS	LITMUS.KD014_MCF7_96H_X1_B21
LITMUS	LITMUS001_MCF7_96H_XX_F2B5_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X21_B19
LITMUS	LITMUS001_SW480_96H_X2.D2_F1B6_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X4.STD_B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X54_B20
LITMUS	LITMUS001.2_MCF7_96H_X23_B13
LITMUS	LITMUS.KD014_MCF7_96H_X3_B21
LITMUS	LITMUS.KD005_PC3_96H_X37_B19
LITMUS	LITMUS.KD005_PC3_96H_X54.L4_B20
LITMUS	LITMUS001.2_MCF7_96H_X7.L2_B13
LITMUS	LITMUS.KD003_PC3_96H_X2_F1B11
LITMUS	LITMUS001_PC3_96H_X7.TURBO.A_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X79.A2_B21
LITMUS	LITMUS.KD005_PC3_96H_X47.L2_B20
LITMUS	LITMUS.KD014_PC3_96H_X2.L2_B23
LITMUS	LITMUS.KD004_PC3_96H_X5_B15
LITMUS	LITMUS.KD006_MCF7_96H_X1_B18
LITMUS	LITMUS001_PC3_96H_X2_B3_DUO52HI53LO
LITMUS	LITMUS001.2_MCF7_96H_X39_B19
LITMUS	LITMUS001_MCF7_96H_X23_B6_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X3_F2B4_DUO52HI53LO
LITMUS	LITMUS001.2_MCF7_96H_X7.L2_B6
LITMUS	LITMUS001.2_MCF7_96H_X3.A2_B15
LITMUS	LITMUS.KD005_MCF7_96H_X21.L1.HYBD29_B18
LITMUS	LITMUS.KD002_MCF7_96H_X5_B15
LITMUS	LITMUS.KD005_PC3_96H_X1.B25_B24
LITMUS	LITMUS001.2_MCF7_96H_X21_B8_DUO52HI53LO
LITMUS	LITMUS001_MCF7_96H_X3_B3_DUO52HI53LO
LITMUS	LITMUS.KD008_MCF7_96H_X3_B20
LITMUS	LITMUS.KD005_MCF7_96H_X19.L2.HYBD39_B18
LITMUS	LITMUS001.2_MCF7_96H_X1_F1B7_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X18.L2_B19
LITMUS	LITMUS001_MCF7_96H_X3_F1B4_DUO52HI53LO
LITMUS	LITMUS.KD016_PC3_96H_X3_B21
LITMUS	LITMUS001_MCF7_96H_X8.SELF.B_B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X184_B25
LITMUS	LITMUS.KD006_PC3_96H_X2_B18
LITMUS	LITMUS.KD005_PC3_96H_X9.L2_B19
LITMUS	LITMUS001.2_MCF7_96H_X43_B17
LITMUS	LITMUS.OE002_MCF7_96H_X3_B18
LITMUS	LITMUS001.2_MCF7_96H_X34.NEWP_B17
LITMUS	LITMUS001_PC3_96H_X1.N_B4_DUO52HI53LO
LITMUS	LITMUS.KD013_MCF7_96H_X3_B20
LITMUS	LITMUS.KD015_MCF7_96H_X2_B21
LITMUS	LITMUS.KD005_PC3_96H_X98_B23
LITMUS	LITMUS.KD005_PC3_96H_X63_F1B19
LITMUS	LITMUS001.2_PC3_96H_X20.L3_F1B12
LITMUS	LITMUS.KD004_PC3_96H_X2_B13
LITMUS	LITMUS001_SHSY5Y_120H_X1_F1B3_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X11.LEFT_B19
LITMUS	LITMUS001.2_MCF7_96H_X30_B15
LITMUS	LITMUS001.2_MCF7_96H_X1.D2_F1B7_DUO52HI53LO
LITMUS	LITMUS.KD005_MCF7_96H_X12.HYBAID_B18
LITMUS	LITMUS001_PC3_96H_X6_B7_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X62.21_B20
LITMUS	LITMUS001.2_MCF7_96H_X47_B17
LITMUS	LITMUS001_PC3_96H_X4.NEWPCR_B4_DUO52HI53LO
LITMUS	LITMUS.KD005_PC3_96H_X104.NP_B23
